DataSourceCode,Organization,DataSource,indicator,econ_code,econ_name,region,income_class,production_year,wgi_dimension,value,minimum,maximum,orientation
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,SEN,Senegal,Sub-Saharan Africa,Lower middle income,2011,va,0.56,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,SLE,Sierra Leone,Sub-Saharan Africa,Low income,2011,va,0.67,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,SLE,Sierra Leone,Sub-Saharan Africa,Low income,2011,va,0.55,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2011,va,0.67,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2011,va,0.54,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,TGO,Togo,Sub-Saharan Africa,Low income,2011,va,0.47,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,TGO,Togo,Sub-Saharan Africa,Low income,2011,va,0.37,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,TUN,Tunisia,Middle East & North Africa,Lower middle income,2011,va,0.66,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,TUN,Tunisia,Middle East & North Africa,Lower middle income,2011,va,0.22,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2011,va,0.8400000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2011,va,0.76,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,UGA,Uganda,Sub-Saharan Africa,Low income,2011,va,0.64,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,UGA,Uganda,Sub-Saharan Africa,Low income,2011,va,0.6799999999999999,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2011,va,0.77,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2011,va,0.56,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2011,va,0.85,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2011,va,0.54,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2011,va,0.38,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2011,va,0.56,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BDI,Burundi,Sub-Saharan Africa,Low income,2014,va,0.809,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BDI,Burundi,Sub-Saharan Africa,Low income,2014,va,0.7070000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BEN,Benin,Sub-Saharan Africa,Lower middle income,2014,va,0.657,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BEN,Benin,Sub-Saharan Africa,Lower middle income,2014,va,0.485,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BWA,Botswana,Sub-Saharan Africa,Upper middle income,2014,va,0.7749999999999999,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BWA,Botswana,Sub-Saharan Africa,Upper middle income,2014,va,0.558,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,CIV,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2014,va,0.548,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,CIV,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2014,va,0.452,0,1.0,1
